10,4,1091210
10,4,4002442
10,4,1035374
10,4,4398063
10,4,1877569
100,4,6735384
500,4,9338770
1000,4,4412811
1500,4,1410492
1500,4,1328005
2000,4,1596639
2000,10,9070958
1000,10,19996793
500,10,51175967
100,10,9992035
9,10,7750198
9,2,4679821
100,2,3296062
500,2,3985551
1000,2,876531
100,4,13526531
100,4,17
